,X,oldspec,Abundance,SurveyUnits,SurveyType,SurveyYear,SurveyID,SiteName,Site,Plot,FireFreq,FireEvents,FirePeriod,FireStart,FireLast,FireType,FireSeason,GenusSpecies,genus,species,Family,symb
2512,51509,Strychnos madagascariensis,49,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,DEC,Strychnos madagascariensis,Strychnos,madagascariensis,Loganiaceae,am
2513,51510,Strychnos spinosa,6,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,AUG,Strychnos spinosa,Strychnos,spinosa,Loganiaceae,am
2514,51511,Grewia damine,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,AUG,Grewia damine,Grewia,damine,Malvaceae,am
2515,51512,Grewia monticola,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,APR,Grewia monticola,Grewia,monticola,Malvaceae,am
2516,51513,Dombeya rotunda,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,AUG,Dombeya rotunda,Dombeya,rotunda,Malvaceae,am
2517,51514,Grewia monticola,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,FEB,Grewia monticola,Grewia,monticola,Malvaceae,am
2518,51515,Grewia monticola,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,OCT,Grewia monticola,Grewia,monticola,Malvaceae,am
2519,51516,Grewia monticola,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,DEC,Grewia monticola,Grewia,monticola,Malvaceae,am
2520,51517,Flueggea virosa,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,APR,Flueggea virosa,Flueggea,virosa,Phyllanthaceae,am
2521,51518,Ziziphus mucronata,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,DEC,Ziziphus mucronata,Ziziphus,mucronata,Rhamnaceae,am
2522,51519,Gardenia volkensii,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,APR,Gardenia volkensii,Gardenia,volkensii,Rubiaceae,am
2523,51520,Gardenia volkensii,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,DEC,Gardenia volkensii,Gardenia,volkensii,Rubiaceae,am
2524,51521,Pavetta schumanniana,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,OCT,Pavetta schumanniana,Pavetta,schumanniana,Rubiaceae,am
2525,51522,Cissus cornifolia,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,APR,Cissus cornifolia,Cissus,cornifolia,Vitaceae,am
2526,51523,Cissus cornifolia,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,FEB,Cissus cornifolia,Cissus,cornifolia,Vitaceae,am
2527,51524,Cissus cornifolia,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,DEC,Cissus cornifolia,Cissus,cornifolia,Vitaceae,am
2528,51525,Unidentified species,11,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,AUG,Unidentified species,Unidentified,species,,am
2529,51526,Unidentified species,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,DEC,Unidentified species,Unidentified,species,,am
2530,51527,Unidentified species,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,OCT,Unidentified species,Unidentified,species,,am
2531,51528,Unidentified species,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,FEB,Unidentified species,Unidentified,species,,am
2532,51529,Unidentified species,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNA,0.5,21.5,43,1954,1997,P,OCT,Unidentified species,Unidentified,species,,am
2533,51634,Sclerocarya birrea,17,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Sclerocarya birrea,Sclerocarya,birrea,Anacardiaceae,am
2534,51635,Sclerocarya birrea,9,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Sclerocarya birrea,Sclerocarya,birrea,Anacardiaceae,am
2535,51636,Sclerocarya birrea,6,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Sclerocarya birrea,Sclerocarya,birrea,Anacardiaceae,am
2536,51637,Sclerocarya birrea,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,APR,Sclerocarya birrea,Sclerocarya,birrea,Anacardiaceae,am
2537,51638,Ozoroa engleri,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Ozoroa engleri,Ozoroa,engleri,Anacardiaceae,am
2538,51639,Ozoroa insignis,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Ozoroa insignis,Ozoroa,insignis,Anacardiaceae,am
2539,51640,Sclerocarya birrea,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Sclerocarya birrea,Sclerocarya,birrea,Anacardiaceae,am
2540,51641,Searsia pyroides,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Searsia pyroides,Searsia,pyroides,Anacardiaceae,am
2541,51642,Ehretia obtusifolia,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am
2542,51643,Ehretia rigida,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Ehretia rigida,Ehretia,rigida,Boraginaceae,am
2543,51644,Gymnosporia heterophylla,18,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Gymnosporia heterophylla,Gymnosporia,heterophylla,Celastraceae,am
2544,51645,Gymnosporia heterophylla,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Gymnosporia heterophylla,Gymnosporia,heterophylla,Celastraceae,am
2545,51646,Gymnosporia heterophylla,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Gymnosporia heterophylla,Gymnosporia,heterophylla,Celastraceae,am
2546,51647,Gymnosporia heterophylla,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,APR,Gymnosporia heterophylla,Gymnosporia,heterophylla,Celastraceae,am
2547,51648,Gymnosporia heterophylla,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Gymnosporia heterophylla,Gymnosporia,heterophylla,Celastraceae,am
2548,51649,Gymnosporia senegalensis,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Gymnosporia senegalensis,Gymnosporia,senegalensis,Celastraceae,am
2549,51650,Combretum apiculatum,75,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Combretum apiculatum,Combretum,apiculatum,Combretaceae,am
2550,51651,Combretum apiculatum,32,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Combretum apiculatum,Combretum,apiculatum,Combretaceae,am
2551,51652,Combretum apiculatum,31,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Combretum apiculatum,Combretum,apiculatum,Combretaceae,am
2552,51653,Combretum apiculatum,28,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Combretum apiculatum,Combretum,apiculatum,Combretaceae,am
2553,51654,Combretum apiculatum,27,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,APR,Combretum apiculatum,Combretum,apiculatum,Combretaceae,am
2554,51655,Terminalia sericea,14,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Terminalia sericea,Terminalia,sericea,Combretaceae,am
2555,51656,Terminalia sericea,14,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Terminalia sericea,Terminalia,sericea,Combretaceae,am
2556,51657,Combretum collinum,13,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,APR,Combretum collinum,Combretum,collinum,Combretaceae,am
2557,51658,Combretum collinum,11,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Combretum collinum,Combretum,collinum,Combretaceae,am
2558,51659,Combretum molle,10,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Combretum molle,Combretum,molle,Combretaceae,am
2559,51660,Combretum collinum,8,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Combretum collinum,Combretum,collinum,Combretaceae,am
2560,51661,Combretum collinum,8,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Combretum collinum,Combretum,collinum,Combretaceae,am
2561,51662,Terminalia sericea,8,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,APR,Terminalia sericea,Terminalia,sericea,Combretaceae,am
2562,51663,Terminalia sericea,8,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Terminalia sericea,Terminalia,sericea,Combretaceae,am
2563,51664,Combretum hereroense,7,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Combretum hereroense,Combretum,hereroense,Combretaceae,am
2564,51665,Combretum hereroense,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Combretum hereroense,Combretum,hereroense,Combretaceae,am
2565,51666,Terminalia sericea,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Terminalia sericea,Terminalia,sericea,Combretaceae,am
2566,51667,Combretum collinum,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Combretum collinum,Combretum,collinum,Combretaceae,am
2567,51668,Combretum zeyheri,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Combretum zeyheri,Combretum,zeyheri,Combretaceae,am
2568,51669,Combretum hereroense,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Combretum hereroense,Combretum,hereroense,Combretaceae,am
2569,51670,Combretum zeyheri,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Combretum zeyheri,Combretum,zeyheri,Combretaceae,am
2570,51671,Combretum molle,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Combretum molle,Combretum,molle,Combretaceae,am
2571,51672,Combretum molle,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,APR,Combretum molle,Combretum,molle,Combretaceae,am
2572,51673,Combretum zeyheri,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Combretum zeyheri,Combretum,zeyheri,Combretaceae,am
2573,51674,Combretum zeyheri,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,APR,Combretum zeyheri,Combretum,zeyheri,Combretaceae,am
2574,51675,Euclea divinorum,6,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Euclea divinorum,Euclea,divinorum,Ebenaceae,am
2575,51676,Euclea divinorum,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Euclea divinorum,Euclea,divinorum,Ebenaceae,am
2576,51677,Acacia exuvialis,94,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Acacia exuvialis,Acacia,exuvialis,Leguminosae,ecto
2577,51678,Acacia exuvialis,82,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Acacia exuvialis,Acacia,exuvialis,Leguminosae,ecto
2578,51679,Acacia exuvialis,47,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Acacia exuvialis,Acacia,exuvialis,Leguminosae,ecto
2579,51680,Acacia exuvialis,46,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Acacia exuvialis,Acacia,exuvialis,Leguminosae,ecto
2580,51681,Pterocarpus rotundifolius,46,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Pterocarpus rotundifolius,Pterocarpus,rotundifolius,Leguminosae,nfix
2581,51682,Pterocarpus rotundifolius,39,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Pterocarpus rotundifolius,Pterocarpus,rotundifolius,Leguminosae,nfix
2582,51683,Dichrostachys cinerea,38,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
2583,51684,Ormocarpum trichocarpum,36,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Ormocarpum trichocarpum,Ormocarpum,trichocarpum,Leguminosae,nfix
2584,51685,Pterocarpus rotundifolius,35,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,APR,Pterocarpus rotundifolius,Pterocarpus,rotundifolius,Leguminosae,nfix
2585,51686,Acacia gerrardii,34,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Acacia gerrardii,Acacia,gerrardii,Leguminosae,nfix
2586,51687,Pterocarpus rotundifolius,29,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Pterocarpus rotundifolius,Pterocarpus,rotundifolius,Leguminosae,nfix
2587,51688,Pterocarpus rotundifolius,28,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Pterocarpus rotundifolius,Pterocarpus,rotundifolius,Leguminosae,nfix
2588,51689,Acacia exuvialis,21,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,APR,Acacia exuvialis,Acacia,exuvialis,Leguminosae,ecto
2589,51690,Dichrostachys cinerea,20,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
2590,51691,Acacia gerrardii,19,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Acacia gerrardii,Acacia,gerrardii,Leguminosae,nfix
2591,51692,Acacia nigrescens,14,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix
2592,51693,Dichrostachys cinerea,13,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,APR,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
2593,51694,Acacia gerrardii,12,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Acacia gerrardii,Acacia,gerrardii,Leguminosae,nfix
2594,51695,Dalbergia melanoxylon,12,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
2595,51696,Dichrostachys cinerea,10,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
2596,51697,Dichrostachys cinerea,10,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix
2597,51698,Ormocarpum trichocarpum,10,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Ormocarpum trichocarpum,Ormocarpum,trichocarpum,Leguminosae,nfix
2598,51699,Acacia nigrescens,8,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix
2599,51700,Acacia nigrescens,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix
2600,51701,Dalbergia melanoxylon,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
2601,51702,Dalbergia melanoxylon,4,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
2602,51703,Dalbergia melanoxylon,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix
2603,51704,Acacia nigrescens,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,APR,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix
2604,51705,Acacia nigrescens,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix
2605,51706,Albizia harveyi,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Albizia harveyi,Albizia,harveyi,Leguminosae,nfix
2606,51707,Lonchocarpus capassa,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix
2607,51708,Ormocarpum trichocarpum,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Ormocarpum trichocarpum,Ormocarpum,trichocarpum,Leguminosae,nfix
2608,51709,Acacia gerrardii,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Acacia gerrardii,Acacia,gerrardii,Leguminosae,nfix
2609,51710,Albizia harveyi,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Albizia harveyi,Albizia,harveyi,Leguminosae,nfix
2610,51711,Lonchocarpus capassa,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix
2611,51712,Peltophorum africanum,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Peltophorum africanum,Peltophorum,africanum,Leguminosae,am
2612,51713,Schotia capitata,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Schotia capitata,Schotia,capitata,Leguminosae,am
2613,51714,Strychnos madagascariensis,241,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,APR,Strychnos madagascariensis,Strychnos,madagascariensis,Loganiaceae,am
2614,51715,Strychnos madagascariensis,70,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Strychnos madagascariensis,Strychnos,madagascariensis,Loganiaceae,am
2615,51716,Strychnos madagascariensis,23,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Strychnos madagascariensis,Strychnos,madagascariensis,Loganiaceae,am
2616,51717,Strychnos madagascariensis,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Strychnos madagascariensis,Strychnos,madagascariensis,Loganiaceae,am
2617,51718,Grewia monticola,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Grewia monticola,Grewia,monticola,Malvaceae,am
2618,51719,Grewia monticola,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Grewia monticola,Grewia,monticola,Malvaceae,am
2619,51720,Grewia monticola,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Grewia monticola,Grewia,monticola,Malvaceae,am
2620,51721,Grewia flavescens,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Grewia flavescens,Grewia,flavescens,Malvaceae,am
2621,51722,Grewia monticola,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,APR,Grewia monticola,Grewia,monticola,Malvaceae,am
2622,51723,Olea europaea,5,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Olea europaea,Olea,europaea,Oleaceae,am
2623,51724,Olea europaea,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Olea europaea,Olea,europaea,Oleaceae,am
2624,51725,Flueggea virosa,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,APR,Flueggea virosa,Flueggea,virosa,Phyllanthaceae,am
2625,51726,Ziziphus mucronata,3,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,DEC,Ziziphus mucronata,Ziziphus,mucronata,Rhamnaceae,am
2626,51727,Ziziphus mucronata,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,FEB,Ziziphus mucronata,Ziziphus,mucronata,Rhamnaceae,am
2627,51728,Ziziphus mucronata,2,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,OCT,Ziziphus mucronata,Ziziphus,mucronata,Rhamnaceae,am
2628,51729,Ziziphus mucronata,1,stems ha-1,Density,1996-1999,57,"Kruger National Park, South Africa",KrugerSkukuza,SKNW,0.5,21.5,43,1954,1997,P,AUG,Ziziphus mucronata,Ziziphus,mucronata,Rhamnaceae,am
