,oldspec,Abundance,SurveyUnits,SurveyType,SurveyYear,SurveyID,SiteName,Site,Plot,FireFreq,FireEvents,FirePeriod,FireStart,FireLast,FireType,FireSeason,GenusSpecies,genus,species,Family,symb
1225,Ulmus alata,0.03,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,0.25,16,64,1949,2013,P,MAR-MAY,Ulmus alata,Ulmus,alata,Ulmaceae,am
1235,Quercus alba,13,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,0.25,16,64,1949,2013,P,MAR-MAY,Quercus alba,Quercus,alba,Fagaceae,ecto
1245,Orbexilum pedunculatum,3.22,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,0.25,16,64,1949,2013,P,MAR-MAY,Orbexilum pedunculatum,Orbexilum,pedunculatum,Leguminosae,nfix
1255,Andropogon virginicus,5,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,0.25,16,64,1949,2013,P,MAR-MAY,Andropogon virginicus,Andropogon,virginicus,Poaceae,am
1265,Quercus marilandica,4,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,0.25,16,64,1949,2013,P,MAR-MAY,Quercus marilandica,Quercus,marilandica,Fagaceae,ecto
1275,Carex albicans,0.1,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,0.25,16,64,1949,2013,P,MAR-MAY,Carex albicans,Carex,albicans,Cyperaceae,am
1285,Symphyotrichum patens,0.95,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,0.25,16,64,1949,2013,P,MAR-MAY,Symphyotrichum patens,Symphyotrichum,patens,Compositae,am
1295,Desmodium marilandicum,2,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,0.25,16,64,1949,2013,P,MAR-MAY,Desmodium marilandicum,Desmodium,marilandicum,Leguminosae,nfix
1305,Lespedeza virginica,2.25,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,0.25,16,64,1949,2013,P,MAR-MAY,Lespedeza virginica,Lespedeza,virginica,Leguminosae,nfix
13110,Fraxinus americana,3,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,0.25,16,64,1949,2013,P,MAR-MAY,Fraxinus americana,Fraxinus,americana,Oleaceae,am
1325,Andropogon gerardii,8,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,0.25,16,64,1949,2013,P,MAR-MAY,Andropogon gerardii,Andropogon,gerardii,Poaceae,am
1335,Stylosanthes biflora,0.25,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,0.25,16,64,1949,2013,P,MAR-MAY,Stylosanthes biflora,Stylosanthes,biflora,Leguminosae,nfix
1345,Elymus canadensis,1.5,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,0.25,16,64,1949,2013,P,MAR-MAY,Elymus canadensis,Elymus,canadensis,Poaceae,am
1355,Smilax tamnoides,6,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,0.25,16,64,1949,2013,P,MAR-MAY,Smilax tamnoides,Smilax,tamnoides,Smilacaceae,am
1366,Helianthus hirsutus,4.839285714,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Helianthus hirsutus,Helianthus,hirsutus,Compositae,am
1375,Rudbeckia hirta,0.79,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Rudbeckia hirta,Rudbeckia,hirta,Compositae,am
1386,Symphyotrichum patens,1.218181818,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Symphyotrichum patens,Symphyotrichum,patens,Compositae,am
1396,Acalypha virginica,0.32875,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Acalypha virginica,Acalypha,virginica,Euphorbiaceae,am
1406,Monarda bradburiana,3.01,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Monarda bradburiana,Monarda,bradburiana,Lamiaceae,am
14111,Orbexilum pedunculatum,3.312777778,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Orbexilum pedunculatum,Orbexilum,pedunculatum,Leguminosae,nfix
1426,Lespedeza violacea,7.495714286,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Lespedeza violacea,Lespedeza,violacea,Leguminosae,nfix
1436,Chamaecrista fasciculata,1.215238095,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Chamaecrista fasciculata,Chamaecrista,fasciculata,Leguminosae,nfix
1446,Stylosanthes biflora,1.147586207,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Stylosanthes biflora,Stylosanthes,biflora,Leguminosae,nfix
1456,Panicum boscii,1.48,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Panicum boscii,Panicum,boscii,Poaceae,am
1466,Schizachyrium scoparium,4.188461538,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Schizachyrium scoparium,Schizachyrium,scoparium,Poaceae,am
1476,Panicum laxiflorum,0.955,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Panicum laxiflorum,Panicum,laxiflorum,Poaceae,am
1486,Panicum dichotomum,0.7875,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Panicum dichotomum,Panicum,dichotomum,Poaceae,am
1496,Amphicarpa bracteata,4.882352941,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Amphicarpa bracteata,Amphicarpa,bracteata,Leguminosae,nfix
1506,Euphorbia corollata,0.627777778,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Euphorbia corollata,Euphorbia,corollata,Euphorbiaceae,am
15111,Lespedeza virginica,2.614444444,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Lespedeza virginica,Lespedeza,virginica,Leguminosae,nfix
1526,Desmodium laevigatum,2.6,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Desmodium laevigatum,Desmodium,laevigatum,Leguminosae,nfix
1536,Crotalaria sagittalis,0.965,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Crotalaria sagittalis,Crotalaria,sagittalis,Leguminosae,nfix
1546,Andropogon gerardii,11.33333333,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Andropogon gerardii,Andropogon,gerardii,Poaceae,am
1556,Parthenium integrifolium,5.483333333,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Parthenium integrifolium,Parthenium,integrifolium,Compositae,am
1566,Symphyotrichum turbinellum,1.782608696,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Symphyotrichum turbinellum,Symphyotrichum,turbinellum,Compositae,am
1576,Carya texana,0.02,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Carya texana,Carya,texana,Juglandaceae,ecto
1586,Desmodium dillenii,1.433333333,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Desmodium dillenii,Desmodium,dillenii,Leguminosae,nfix
1596,Galactia regularis,1.17,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Galactia regularis,Galactia,regularis,Leguminosae,nfix
1606,Solidago nemoralis,1.85,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Solidago nemoralis,Solidago,nemoralis,Compositae,am
16111,Symphyotrichum oolentangiense,1.6875,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Symphyotrichum oolentangiense,Symphyotrichum,oolentangiense,Compositae,am
1626,Potentilla simplex,1.1325,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Potentilla simplex,Potentilla,simplex,Rosaceae,am
1635,Solidago ulmifolia,2.194444444,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Solidago ulmifolia,Solidago,ulmifolia,Compositae,am
1645,Carex nigromarginata,0.6,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Carex nigromarginata,Carex,nigromarginata,Cyperaceae,am
1655,Lespedeza procumbens,6.43,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Lespedeza procumbens,Lespedeza,procumbens,Leguminosae,nfix
1665,Minuartia patula,0.05,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Minuartia patula,Minuartia,patula,Caryophyllaceae,am
1675,Tephrosia virginiana,5,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Tephrosia virginiana,Tephrosia,virginiana,Leguminosae,nfix
1685,Panicum commutatum,0.586666667,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Panicum commutatum,Panicum,commutatum,Poaceae,am
1695,Smilax glauca,0.02,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Smilax glauca,Smilax,glauca,Smilacaceae,am
1705,Ruellia pedunculata,0.275,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Ruellia pedunculata,Ruellia,pedunculata,Acanthaceae,am
17110,Lobelia spicata,1,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Lobelia spicata,Lobelia,spicata,Campanulaceae,am
1725,Lactuca canadensis,1,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Lactuca canadensis,Lactuca,canadensis,Compositae,am
1735,Desmodium marilandicum,2.5,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Desmodium marilandicum,Desmodium,marilandicum,Leguminosae,nfix
1745,Baptisia bracteata,3.5,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Baptisia bracteata,Baptisia,bracteata,Leguminosae,nfix
1755,Lactuca floridana,0.25,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Lactuca floridana,Lactuca,floridana,Compositae,am
1765,Danthonia spicata,0.666666667,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Danthonia spicata,Danthonia,spicata,Poaceae,am
1775,Tridens flavus,1.933333333,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Tridens flavus,Tridens,flavus,Poaceae,am
1785,Strophostyles umbellata,0.628571429,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Strophostyles umbellata,Strophostyles,umbellata,Leguminosae,nfix
1795,Asclepias verticillata,0.1,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Asclepias verticillata,Asclepias,verticillata,Apocynaceae,am
1805,Solidago buckleyi,13.33333333,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Solidago buckleyi,Solidago,buckleyi,Compositae,am
18110,Symphyotrichum anomalum,0.9075,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Symphyotrichum anomalum,Symphyotrichum,anomalum,Compositae,am
1825,Panicum unid.,0.76,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Panicum unid.,Panicum,unid,Poaceae,am
1835,Coreopsis palmata,2,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Coreopsis palmata,Coreopsis,palmata,Compositae,am
1845,Antennaria parlinii,5,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Antennaria parlinii,Antennaria,parlinii,Compositae,am
1855,Physalis heterophylla,0.5,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Physalis heterophylla,Physalis,heterophylla,Solanaceae,am
1865,Quercus alba,0.5,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Quercus alba,Quercus,alba,Fagaceae,ecto
1875,Porteranthus stipulatus,0.5,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Porteranthus stipulatus,Porteranthus,stipulatus,Rosaceae,am
1885,Galium concinnum,0.015,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Galium concinnum,Galium,concinnum,Rubiaceae,am
1895,Liatris squarrosa,7,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Liatris squarrosa,Liatris,squarrosa,Compositae,am
1905,Eleocharis lanceolata,1.355,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Eleocharis lanceolata,Eleocharis,lanceolata,Cyperaceae,am
19110,Quercus texana,1,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Quercus texana,Quercus,texana,Fagaceae,ecto
1925,Rubus pensilvanicus,15,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Rubus pensilvanicus,Rubus,pensilvanicus,Rosaceae,am
1935,Panicum virgatum,0.2,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Panicum virgatum,Panicum,virgatum,Poaceae,am
1945,Viola sagittata,0.3,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Viola sagittata,Viola,sagittata,Violaceae,am
1955,Bouteloua curtipendula,0.2,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Bouteloua curtipendula,Bouteloua,curtipendula,Poaceae,am
1965,Vitis aestivalis,0.05,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Vitis aestivalis,Vitis,aestivalis,Vitaceae,am
1975,Toxicodendron radicans,0.06,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,1,1,64,64,1949,2013,P,MAR-MAY,Toxicodendron radicans,Toxicodendron,radicans,Anacardiaceae,am
1986,Helianthus hirsutus,5.853125,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Helianthus hirsutus,Helianthus,hirsutus,Compositae,am
1995,Symphyotrichum anomalum,1.275,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Symphyotrichum anomalum,Symphyotrichum,anomalum,Compositae,am
2006,Cyperus echinatus,0.1,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Cyperus echinatus,Cyperus,echinatus,Cyperaceae,am
20111,Acalypha virginica,0.187692308,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Acalypha virginica,Acalypha,virginica,Euphorbiaceae,am
2026,Quercus marilandica,4,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Quercus marilandica,Quercus,marilandica,Fagaceae,ecto
2036,Quercus velutina,4.5,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Quercus velutina,Quercus,velutina,Fagaceae,ecto
2046,Desmodium rigidum,6.7,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Desmodium rigidum,Desmodium,rigidum,Leguminosae,nfix
2056,Chamaecrista fasciculata,2.264285714,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Chamaecrista fasciculata,Chamaecrista,fasciculata,Leguminosae,nfix
2066,Orbexilum pedunculatum,1.45,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Orbexilum pedunculatum,Orbexilum,pedunculatum,Leguminosae,nfix
2076,Crotalaria sagittalis,0.8,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Crotalaria sagittalis,Crotalaria,sagittalis,Leguminosae,nfix
2086,Lespedeza virginica,1.913333333,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Lespedeza virginica,Lespedeza,virginica,Leguminosae,nfix
2096,Strophostyles umbellata,1,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Strophostyles umbellata,Strophostyles,umbellata,Leguminosae,nfix
21010,Stylosanthes biflora,1.145517241,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Stylosanthes biflora,Stylosanthes,biflora,Leguminosae,nfix
21111,Galactia regularis,1.59,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Galactia regularis,Galactia,regularis,Leguminosae,nfix
2127,Schizachyrium scoparium,7.185925926,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Schizachyrium scoparium,Schizachyrium,scoparium,Poaceae,am
2136,Panicum virgatum,0.05,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Panicum virgatum,Panicum,virgatum,Poaceae,am
2146,Galium concinnum,0.013333333,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Galium concinnum,Galium,concinnum,Rubiaceae,am
2156,Vernonia baldwinii,1,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Vernonia baldwinii,Vernonia,baldwinii,Compositae,am
2166,Euphorbia corollata,1.239285714,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Euphorbia corollata,Euphorbia,corollata,Euphorbiaceae,am
2176,Desmodium marilandicum,8.381818182,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Desmodium marilandicum,Desmodium,marilandicum,Leguminosae,nfix
2186,Desmodium laevigatum,0.8,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Desmodium laevigatum,Desmodium,laevigatum,Leguminosae,nfix
2196,Panicum boscii,1.336666667,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Panicum boscii,Panicum,boscii,Poaceae,am
2206,Smilax glauca,0.5,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Smilax glauca,Smilax,glauca,Smilacaceae,am
22111,Symphyotrichum oolentangiense,1.602777778,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Symphyotrichum oolentangiense,Symphyotrichum,oolentangiense,Compositae,am
2226,Symphyotrichum turbinellum,2.15625,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Symphyotrichum turbinellum,Symphyotrichum,turbinellum,Compositae,am
2236,Solidago ulmifolia,8.146153846,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Solidago ulmifolia,Solidago,ulmifolia,Compositae,am
2246,Tephrosia virginiana,2,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Tephrosia virginiana,Tephrosia,virginiana,Leguminosae,nfix
2256,Lespedeza violacea,2.725,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Lespedeza violacea,Lespedeza,violacea,Leguminosae,nfix
2266,Physalis heterophylla,0.1,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Physalis heterophylla,Physalis,heterophylla,Solanaceae,am
2276,Asclepias verticillata,0.523333333,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Asclepias verticillata,Asclepias,verticillata,Apocynaceae,am
2286,Verbesina helianthoides,0.9,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Verbesina helianthoides,Verbesina,helianthoides,Compositae,am
2296,Clitoria mariana,14.41176471,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Clitoria mariana,Clitoria,mariana,Leguminosae,nfix
2306,Panicum dichotomum,0.55,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Panicum dichotomum,Panicum,dichotomum,Poaceae,am
23110,Vitis aestivalis,1.05,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Vitis aestivalis,Vitis,aestivalis,Vitaceae,am
2326,Lespedeza procumbens,7.541666667,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Lespedeza procumbens,Lespedeza,procumbens,Leguminosae,nfix
2336,Amphicarpa bracteata,0.88,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Amphicarpa bracteata,Amphicarpa,bracteata,Leguminosae,nfix
2346,Carex nigromarginata,0.6,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Carex nigromarginata,Carex,nigromarginata,Cyperaceae,am
2356,Andropogon gerardii,20,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Andropogon gerardii,Andropogon,gerardii,Poaceae,am
2366,Symphyotrichum patens,1.594,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Symphyotrichum patens,Symphyotrichum,patens,Compositae,am
2376,Aureolaria flava,1.75,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Aureolaria flava,Aureolaria,flava,Orobanchaceae,am
2386,Toxicodendron radicans,0.3975,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Toxicodendron radicans,Toxicodendron,radicans,Anacardiaceae,am
2396,Desmodium dillenii,12,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Desmodium dillenii,Desmodium,dillenii,Leguminosae,nfix
2406,Trifolium repens,0.226666667,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Trifolium repens,Trifolium,repens,Leguminosae,nfix
24110,Desmodium ciliare,2.866666667,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Desmodium ciliare,Desmodium,ciliare,Leguminosae,nfix
2425,Tridens flavus,2,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Tridens flavus,Tridens,flavus,Poaceae,am
2435,Lespedeza repens,5,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Lespedeza repens,Lespedeza,repens,Leguminosae,nfix
2445,Monarda bradburiana,1.55,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Monarda bradburiana,Monarda,bradburiana,Lamiaceae,am
2455,Rubus pensilvanicus,3.25,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Rubus pensilvanicus,Rubus,pensilvanicus,Rosaceae,am
2465,Desmodium nuttallii,13.16666667,percent,Percent cover,2010,39,"University Burn Plots, MO, USA",UniversityMissouri,2,1,62,62,1951,2013,P,MAR-MAY,Desmodium nuttallii,Desmodium,nuttallii,Leguminosae,nfix
