,Site,Plot,FireFreq,oldspec,Abundance,SurveyUnits,SurveyType,SurveyYear,SurveyID,SiteName,FireEvents,FirePeriod,FireStart,FireLast,FireType,FireSeason,GenusSpecies,genus,species,Family,symb,FireLevel
972,KrugerSatara,SALI,0,Acacia tortilis,0.043534615,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Acacia tortilis,Acacia,tortilis,Leguminosae,nfix,0Low
973,KrugerSatara,SALI,0,Ormocarpum trichocarpum,0.0270636,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Ormocarpum trichocarpum,Ormocarpum,trichocarpum,Leguminosae,nfix,0Low
974,KrugerSatara,SALI,0,Dichrostachys cinerea,0.002422595,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix,0Low
975,KrugerSatara,SALI,0,Grewia damine,0.114464,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Grewia damine,Grewia,damine,Malvaceae,am,0Low
976,KrugerSatara,SALI,0,Grewia villosa,0.00830678,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Grewia villosa,Grewia,villosa,Malvaceae,am,0Low
977,KrugerSatara,SALI,0,Ximenia americana,0.00055413,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Ximenia americana,Ximenia,americana,Olacaceae,nm,0Low
978,KrugerSatara,SALI,0,Flueggea virosa,0.033479005,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Flueggea virosa,Flueggea,virosa,Phyllanthaceae,am,0Low
979,KrugerSatara,SALI,0.3333333,Sclerocarya birrea,0.0001385,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Sclerocarya birrea,Sclerocarya,birrea,Anacardiaceae,am,1Mid
980,KrugerSatara,SALI,0.3333333,Ehretia obtusifolia,0.033338195,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am,1Mid
981,KrugerSatara,SALI,0.3333333,Commiphora pyracanthoides,0.0801034,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Commiphora pyracanthoides,Commiphora,pyracanthoides,Burseraceae,am,1Mid
982,KrugerSatara,SALI,0.3333333,Commiphora africana,0.00355662,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Commiphora africana,Commiphora,africana,Burseraceae,am,1Mid
983,KrugerSatara,SALI,0.3333333,Commiphora schimperi,0.00153559,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Commiphora schimperi,Commiphora,schimperi,Burseraceae,am,1Mid
984,KrugerSatara,SALI,0.3333333,Maerua parvifolia,0.003095795,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Maerua parvifolia,Maerua,parvifolia,Capparaceae,am,1Mid
985,KrugerSatara,SALI,0.3333333,Acacia nigrescens,0.6147225,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix,1Mid
986,KrugerSatara,SALI,0.3333333,Dichrostachys cinerea,0.33502645,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix,1Mid
987,KrugerSatara,SALI,0.3333333,Acacia tortilis,0.17625195,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Acacia tortilis,Acacia,tortilis,Leguminosae,nfix,1Mid
988,KrugerSatara,SALI,0.3333333,Ormocarpum trichocarpum,0.0848879,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Ormocarpum trichocarpum,Ormocarpum,trichocarpum,Leguminosae,nfix,1Mid
989,KrugerSatara,SALI,0.3333333,Dalbergia melanoxylon,0.01261244,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Dalbergia melanoxylon,Dalbergia,melanoxylon,Leguminosae,nfix,1Mid
990,KrugerSatara,SALI,0.3333333,Grewia damine,0.00483718,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Grewia damine,Grewia,damine,Malvaceae,am,1Mid
991,KrugerSatara,SALI,0.3333333,Ximenia americana,0.004018865,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Ximenia americana,Ximenia,americana,Olacaceae,nm,1Mid
992,KrugerSatara,SALI,0.3333333,Flueggea virosa,0.029843105,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Flueggea virosa,Flueggea,virosa,Phyllanthaceae,am,1Mid
993,KrugerSatara,SALI,0.5,Searsia pyroides,0.00359039,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Searsia pyroides,Searsia,pyroides,Anacardiaceae,am,2Mid
994,KrugerSatara,SALI,0.5,Sclerocarya birrea,0.00104443,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Sclerocarya birrea,Sclerocarya,birrea,Anacardiaceae,am,2Mid
995,KrugerSatara,SALI,0.5,Ehretia obtusifolia,0.005529275,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am,2Mid
996,KrugerSatara,SALI,0.5,Gymnosporia senegalensis,0.021818825,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Gymnosporia senegalensis,Gymnosporia,senegalensis,Celastraceae,am,2Mid
997,KrugerSatara,SALI,0.5,Combretum imberbe,0.035062395,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Combretum imberbe,Combretum,imberbe,Combretaceae,am,2Mid
998,KrugerSatara,SALI,0.5,Acacia nigrescens,0.804983,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix,2Mid
999,KrugerSatara,SALI,0.5,Dichrostachys cinerea,0.2798752,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix,2Mid
1000,KrugerSatara,SALI,0.5,Acacia tortilis,0.11061855,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Acacia tortilis,Acacia,tortilis,Leguminosae,nfix,2Mid
1001,KrugerSatara,SALI,0.5,Lonchocarpus capassa,0.03308745,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix,2Mid
1002,KrugerSatara,SALI,0.5,Albizia petersiana,0.00211405,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Albizia petersiana,Albizia,petersiana,Leguminosae,nfix,2Mid
1003,KrugerSatara,SALI,0.5,Ormocarpum trichocarpum,0.001385035,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Ormocarpum trichocarpum,Ormocarpum,trichocarpum,Leguminosae,nfix,2Mid
1004,KrugerSatara,SALI,0.5,Acacia gerrardii,7.35E-05,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Acacia gerrardii,Acacia,gerrardii,Leguminosae,nfix,2Mid
1005,KrugerSatara,SALI,0.5,Grewia damine,0.0575195,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Grewia damine,Grewia,damine,Malvaceae,am,2Mid
1006,KrugerSatara,SALI,0.5,Grewia flavescens,0.00846764,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Grewia flavescens,Grewia,flavescens,Malvaceae,am,2Mid
1007,KrugerSatara,SALI,0.5,Grewia villosa,0.00063227,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Grewia villosa,Grewia,villosa,Malvaceae,am,2Mid
1008,KrugerSatara,SALI,0.5,Ximenia americana,0.003036545,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Ximenia americana,Ximenia,americana,Olacaceae,nm,2Mid
1009,KrugerSatara,SALI,0.5,Flueggea virosa,0.029852845,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Flueggea virosa,Flueggea,virosa,Phyllanthaceae,am,2Mid
1010,KrugerSatara,SALI,1,Cordia sinensis,0.019871075,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Cordia sinensis,Cordia,sinensis,Boraginaceae,am,5High
1011,KrugerSatara,SALI,1,Ehretia obtusifolia,0.00433515,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am,5High
1012,KrugerSatara,SALI,1,Maerua parvifolia,0.002630395,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Maerua parvifolia,Maerua,parvifolia,Capparaceae,am,5High
1013,KrugerSatara,SALI,1,Gymnosporia senegalensis,0.008994575,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Gymnosporia senegalensis,Gymnosporia,senegalensis,Celastraceae,am,5High
1014,KrugerSatara,SALI,1,Dichrostachys cinerea,0.3041332,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix,5High
1015,KrugerSatara,SALI,1,Acacia nigrescens,0.1733811,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix,5High
1016,KrugerSatara,SALI,1,Acacia tortilis,0.07868915,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Acacia tortilis,Acacia,tortilis,Leguminosae,nfix,5High
1017,KrugerSatara,SALI,1,Acacia welwitschii,0.048715545,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Acacia welwitschii,Acacia,welwitschii,Leguminosae,ecto,5High
1018,KrugerSatara,SALI,1,Acacia gerrardii,0.032429135,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Acacia gerrardii,Acacia,gerrardii,Leguminosae,nfix,5High
1019,KrugerSatara,SALI,1,Ormocarpum trichocarpum,0.02489687,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Ormocarpum trichocarpum,Ormocarpum,trichocarpum,Leguminosae,nfix,5High
1020,KrugerSatara,SALI,1,Lonchocarpus capassa,0.02164566,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix,5High
1021,KrugerSatara,SALI,1,Grewia damine,0.07235675,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Grewia damine,Grewia,damine,Malvaceae,am,5High
1022,KrugerSatara,SALI,1,Grewia flavescens,0.008271865,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Grewia flavescens,Grewia,flavescens,Malvaceae,am,5High
1023,KrugerSatara,SALI,1,Grewia villosa,0.00818571,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Grewia villosa,Grewia,villosa,Malvaceae,am,5High
1024,KrugerSatara,SALI,1,Flueggea virosa,0.014934575,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Flueggea virosa,Flueggea,virosa,Phyllanthaceae,am,5High
1025,KrugerSatara,SALI,1,Azima tetracantha,0.003463305,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Azima tetracantha,Azima,tetracantha,Salvadoraceae,am,5High
1026,KrugerSatara,SAMA,0,Lannea schweinfurthii,0.00500233,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Lannea schweinfurthii,Lannea,schweinfurthii,Anacardiaceae,am,0Low
1027,KrugerSatara,SAMA,0,Ehretia obtusifolia,0.08965925,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am,0Low
1028,KrugerSatara,SAMA,0,Commiphora schimperi,0.925674,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Commiphora schimperi,Commiphora,schimperi,Burseraceae,am,0Low
1029,KrugerSatara,SAMA,0,Commiphora pyracanthoides,0.4041821,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Commiphora pyracanthoides,Commiphora,pyracanthoides,Burseraceae,am,0Low
1030,KrugerSatara,SAMA,0,Maerua parvifolia,0.012609005,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Maerua parvifolia,Maerua,parvifolia,Capparaceae,am,0Low
1031,KrugerSatara,SAMA,0,Gymnosporia senegalensis,0.001030405,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Gymnosporia senegalensis,Gymnosporia,senegalensis,Celastraceae,am,0Low
1032,KrugerSatara,SAMA,0,Acacia nigrescens,2.4135065,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix,0Low
1033,KrugerSatara,SAMA,0,Dichrostachys cinerea,0.20863925,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix,0Low
1034,KrugerSatara,SAMA,0,Acacia tortilis,0.1123213,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Acacia tortilis,Acacia,tortilis,Leguminosae,nfix,0Low
1035,KrugerSatara,SAMA,0,Lonchocarpus capassa,0.0598382,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix,0Low
1036,KrugerSatara,SAMA,0,Ormocarpum trichocarpum,0.00626944,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Ormocarpum trichocarpum,Ormocarpum,trichocarpum,Leguminosae,nfix,0Low
1037,KrugerSatara,SAMA,0,Acacia exuvialis,0.00124679,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Acacia exuvialis,Acacia,exuvialis,Leguminosae,ecto,0Low
1038,KrugerSatara,SAMA,0,Grewia damine,0.1533732,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Grewia damine,Grewia,damine,Malvaceae,am,0Low
1039,KrugerSatara,SAMA,0,Grewia flavescens,0.03544708,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Grewia flavescens,Grewia,flavescens,Malvaceae,am,0Low
1040,KrugerSatara,SAMA,0,Flueggea virosa,0.007227145,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Flueggea virosa,Flueggea,virosa,Phyllanthaceae,am,0Low
1041,KrugerSatara,SAMA,0,Ziziphus mucronata,0.00165323,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Ziziphus mucronata,Ziziphus,mucronata,Rhamnaceae,am,0Low
1042,KrugerSatara,SAMA,0,Balanites maughamii,0.00083463,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Balanites maughamii,Balanites,maughamii,Zygophyllaceae,am,0Low
1043,KrugerSatara,SAMA,0.3333333,Sclerocarya birrea,0.00943794,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Sclerocarya birrea,Sclerocarya,birrea,Anacardiaceae,am,1Mid
1044,KrugerSatara,SAMA,0.3333333,Lannea schweinfurthii,0.004257,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Lannea schweinfurthii,Lannea,schweinfurthii,Anacardiaceae,am,1Mid
1045,KrugerSatara,SAMA,0.3333333,Ehretia obtusifolia,0.030165975,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am,1Mid
1046,KrugerSatara,SAMA,0.3333333,Commiphora pyracanthoides,0.06639905,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Commiphora pyracanthoides,Commiphora,pyracanthoides,Burseraceae,am,1Mid
1047,KrugerSatara,SAMA,0.3333333,Commiphora africana,0.01150505,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Commiphora africana,Commiphora,africana,Burseraceae,am,1Mid
1048,KrugerSatara,SAMA,0.3333333,Maerua parvifolia,0.00851315,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Maerua parvifolia,Maerua,parvifolia,Capparaceae,am,1Mid
1049,KrugerSatara,SAMA,0.3333333,Dichrostachys cinerea,0.20003855,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix,1Mid
1050,KrugerSatara,SAMA,0.3333333,Acacia nigrescens,0.1128139,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix,1Mid
1051,KrugerSatara,SAMA,0.3333333,Acacia tortilis,0.04801402,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Acacia tortilis,Acacia,tortilis,Leguminosae,nfix,1Mid
1052,KrugerSatara,SAMA,0.3333333,Acacia exuvialis,0.01057138,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Acacia exuvialis,Acacia,exuvialis,Leguminosae,ecto,1Mid
1053,KrugerSatara,SAMA,0.3333333,Lonchocarpus capassa,0.008665705,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix,1Mid
1054,KrugerSatara,SAMA,0.3333333,Ormocarpum trichocarpum,0.0010928,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Ormocarpum trichocarpum,Ormocarpum,trichocarpum,Leguminosae,nfix,1Mid
1055,KrugerSatara,SAMA,0.3333333,Grewia damine,0.04976999,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Grewia damine,Grewia,damine,Malvaceae,am,1Mid
1056,KrugerSatara,SAMA,0.3333333,Grewia villosa,0.001877915,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Grewia villosa,Grewia,villosa,Malvaceae,am,1Mid
1057,KrugerSatara,SAMA,0.3333333,Flueggea virosa,0.019361025,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Flueggea virosa,Flueggea,virosa,Phyllanthaceae,am,1Mid
1058,KrugerSatara,SAMA,0.3333333,Gardenia volkensii,0.00348334,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",14.33333,42,1956,1998,P,AUG,Gardenia volkensii,Gardenia,volkensii,Rubiaceae,am,1Mid
1059,KrugerSatara,SAMA,0.5,Sclerocarya birrea,0.003788455,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Sclerocarya birrea,Sclerocarya,birrea,Anacardiaceae,am,2Mid
1060,KrugerSatara,SAMA,0.5,Ehretia obtusifolia,0.005018935,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am,2Mid
1061,KrugerSatara,SAMA,0.5,Acacia tortilis,0.14766275,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Acacia tortilis,Acacia,tortilis,Leguminosae,nfix,2Mid
1062,KrugerSatara,SAMA,0.5,Dichrostachys cinerea,0.023882215,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix,2Mid
1063,KrugerSatara,SAMA,0.5,Lonchocarpus capassa,0.013717265,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix,2Mid
1064,KrugerSatara,SAMA,0.5,Cassia abbreviata,0.003155615,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Cassia abbreviata,Cassia,abbreviata,Leguminosae,am,2Mid
1065,KrugerSatara,SAMA,0.5,Acacia nigrescens,0.001402785,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix,2Mid
1066,KrugerSatara,SAMA,0.5,Ormocarpum trichocarpum,0.001253945,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Ormocarpum trichocarpum,Ormocarpum,trichocarpum,Leguminosae,nfix,2Mid
1067,KrugerSatara,SAMA,0.5,Grewia damine,0.006925755,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Grewia damine,Grewia,damine,Malvaceae,am,2Mid
1068,KrugerSatara,SAMA,0.5,Flueggea virosa,0.024893725,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Flueggea virosa,Flueggea,virosa,Phyllanthaceae,am,2Mid
1069,KrugerSatara,SAMA,0.5,Balanites maughamii,0.01193695,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",21.5,42,1956,1998,P,AUG,Balanites maughamii,Balanites,maughamii,Zygophyllaceae,am,2Mid
1070,KrugerSatara,SAMA,1,Sclerocarya birrea,0.003979945,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Sclerocarya birrea,Sclerocarya,birrea,Anacardiaceae,am,5High
1071,KrugerSatara,SAMA,1,Ehretia obtusifolia,0.00597492,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am,5High
1072,KrugerSatara,SAMA,1,Gymnosporia senegalensis,0.011108055,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Gymnosporia senegalensis,Gymnosporia,senegalensis,Celastraceae,am,5High
1073,KrugerSatara,SAMA,1,Acacia tortilis,0.25733565,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Acacia tortilis,Acacia,tortilis,Leguminosae,nfix,5High
1074,KrugerSatara,SAMA,1,Dichrostachys cinerea,0.24838145,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Dichrostachys cinerea,Dichrostachys,cinerea,Leguminosae,nfix,5High
1075,KrugerSatara,SAMA,1,Acacia nigrescens,0.24539555,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Acacia nigrescens,Acacia,nigrescens,Leguminosae,nfix,5High
1076,KrugerSatara,SAMA,1,Lonchocarpus capassa,0.007456415,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Lonchocarpus capassa,Lonchocarpus,capassa,Leguminosae,nfix,5High
1077,KrugerSatara,SAMA,1,Ormocarpum trichocarpum,0.002919765,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Ormocarpum trichocarpum,Ormocarpum,trichocarpum,Leguminosae,nfix,5High
1078,KrugerSatara,SAMA,1,Grewia damine,0.013843205,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Grewia damine,Grewia,damine,Malvaceae,am,5High
1079,KrugerSatara,SAMA,1,Grewia flavescens,0.008866065,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Grewia flavescens,Grewia,flavescens,Malvaceae,am,5High
1080,KrugerSatara,SAMA,1,Grewia villosa,0.00106504,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Grewia villosa,Grewia,villosa,Malvaceae,am,5High
1081,KrugerSatara,SAMA,1,Flueggea virosa,0.006402535,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Flueggea virosa,Flueggea,virosa,Phyllanthaceae,am,5High
1082,KrugerSatara,SAMA,1,Balanites maughamii,0.027644625,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",43,42,1956,1998,P,AUG,Balanites maughamii,Balanites,maughamii,Zygophyllaceae,am,5High
1083,KrugerSatara,SANW,0,Sclerocarya birrea,0.48371795,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Sclerocarya birrea,Sclerocarya,birrea,Anacardiaceae,am,0Low
1084,KrugerSatara,SANW,0,Lannea schweinfurthii,0.00946713,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Lannea schweinfurthii,Lannea,schweinfurthii,Anacardiaceae,am,0Low
1085,KrugerSatara,SANW,0,Ehretia obtusifolia,0.0173254,m2 ha-1,Basal area,1998,56,"Kruger National Park, South Africa",0,0,NA,NA,UB,CONT,Ehretia obtusifolia,Ehretia,obtusifolia,Boraginaceae,am,0Low
